Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Lub_Stress_Index,Thermal_Efficiency,Power_Load_Index
1154,2.25,6.92,2.46,75.64,81.85,170.19,0.030054974947467936,7985.68
774,3.18,5.64,2.05,74.42,74.56,236.65560000000002,0.027494631505548345,4365.36
1457,4.11,5.75,5.95,75.25,77.23,309.27750000000003,0.07704259005016313,8377.75
476,3.21,7.12,2.01,77.7,88.3,249.417,0.02276330433031661,3389.12
507,4.59,7.34,2.79,75.95,65.81,348.6105,0.04239476638888218,3721.38
743,2.11,3.68,2.13,76.8,85.06,162.04799999999997,0.025041144481407887,2734.2400000000002
627,3.58,6.26,2.09,77.55,92.29,277.629,0.02264600469758319,3925.02
524,3.22,8.19,1.86,79.28,68.36,255.28160000000003,0.027208890109875643,4291.5599999999995
532,2.43,6.73,2.53,75.05,78.0,182.3715,0.03243589327744958,3580.36
1011,2.66,6.94,1.42,73.82,68.07,196.3612,0.02086087544279779,7016.34
549,1.87,6.81,2.25,73.54,73.57,137.51980000000003,0.030583113961789594,3738.6899999999996
587,5.12,6.02,2.46,76.7,77.06,392.704,0.03192317260275466,3533.74
786,3.45,4.97,3.28,77.56,74.03,267.582,0.044306356300640774,3906.4199999999996
551,2.24,7.12,1.26,84.73,74.66,189.79520000000002,0.016876504570519077,3923.12
782,4.21,5.95,3.64,74.8,75.63,314.90799999999996,0.04812904295530306,4652.900000000001
589,3.14,3.54,2.13,77.31,90.88,242.75340000000003,0.02343749742105002,2085.06
665,3.76,6.46,1.74,74.99,79.43,281.96239999999995,0.02190607806797456,4295.9
931,2.5,5.33,3.36,76.99,71.94,192.475,0.04670558149769509,4962.2300000000005
621,4.43,9.95,1.45,75.83,75.24,335.9269,0.019271661447147603,6178.95
1088,3.88,6.59,1.15,82.16,83.66,318.7808,0.013746113585212336,7169.92
671,4.84,7.68,2.64,81.53,85.05,394.60519999999997,0.03104056072421391,5153.28
833,4.11,8.62,2.3,76.9,83.89,316.059,0.027416852137697918,7180.459999999999
1200,3.99,6.66,2.21,73.03,81.99,291.3897,0.026954503359616615,7992.0
1167,4.15,4.15,3.32,80.85,70.4,335.52750000000003,0.04715908421035735,4843.05
1066,1.72,6.11,3.45,76.56,78.55,131.6832,0.04392106379108036,6513.26
569,3.47,6.62,1.7,76.09,68.94,264.0323,0.024659120298938162,3766.78
971,3.96,5.51,1.05,76.33,71.75,302.2668,0.014634144301861421,5350.21
572,4.43,7.45,1.31,76.94,78.23,340.84419999999994,0.016745491915442678,4261.400000000001
1276,3.39,5.0,4.53,76.36,85.52,258.8604,0.05297005928787894,6380.0
750,4.14,12.24,2.61,76.48,70.38,316.6272,0.03708439370781561,9180.0
438,2.13,15.65,1.37,76.03,79.67,161.94389999999999,0.017195931066156512,6854.7
620,2.94,4.01,1.63,75.08,75.1,220.7352,0.021704391251079726,2486.2
405,2.29,3.83,3.45,76.56,87.02,175.32240000000002,0.03964605382141418,1551.15
731,3.44,4.54,2.78,78.76,76.81,270.93440000000004,0.036193199297851926,3318.7400000000002
451,3.11,6.27,2.3,74.48,79.52,231.6328,0.02892353761021911,2827.77
574,1.85,5.98,2.87,74.67,83.21,138.1395,0.034491042604129,3432.5200000000004
801,4.96,6.06,2.4,83.48,83.62,414.06080000000003,0.028701264206976294,4854.0599999999995
605,1.29,6.66,2.12,76.66,76.74,98.8914,0.027625745683379506,4029.3
1093,1.97,6.4,2.25,83.9,77.94,165.28300000000002,0.028868356573215733,6995.200000000001
717,3.07,6.45,6.05,85.0,82.97,260.95,0.0729179133520654,4624.650000000001
690,2.57,7.42,3.31,75.53,77.48,194.1121,0.04272069660290441,5119.8
982,2.99,6.49,4.26,78.15,80.56,233.66850000000002,0.05287983454818339,6373.18
795,2.47,7.74,5.65,84.2,83.86,207.97400000000002,0.06737418705292308,6153.3
613,3.42,5.59,3.3,74.24,78.1,253.90079999999998,0.042253515716579294,3426.67
452,3.07,13.78,2.53,76.46,78.85,234.73219999999998,0.03208623562634932,6228.5599999999995
499,3.85,5.61,2.76,76.37,81.74,294.02450000000005,0.0337655941074634,2799.3900000000003
974,2.6,5.88,1.06,76.97,89.35,200.122,0.011863456982265588,5727.12
1671,4.93,2.78,2.74,75.1,83.39,370.24299999999994,0.032857652853141524,4645.38
726,4.14,6.82,3.36,75.77,81.1,313.6878,0.041430327813769686,4951.320000000001
864,2.71,6.03,3.48,74.08,79.27,200.7568,0.04390058737219788,5209.92
966,2.07,8.43,1.77,75.28,82.86,155.8296,0.021361329789846756,8143.38
511,3.54,9.86,1.99,76.49,66.04,270.77459999999996,0.030133248011319193,5038.46
858,4.62,8.04,3.18,77.31,82.1,357.17220000000003,0.038733247413733574,6898.32
933,2.31,4.54,2.75,78.06,90.3,180.3186,0.03045403870940878,4235.82
1072,3.04,4.02,2.56,78.94,78.18,239.9776,0.03274494336851581,4309.44
1149,3.91,4.23,2.07,85.85,85.2,335.6735,0.02429577179627091,4860.27
800,2.95,5.12,2.62,76.8,67.22,226.56,0.03897648929239969,4096.0
978,2.15,4.14,1.69,78.15,89.77,168.0225,0.01882588628429472,4048.9199999999996
870,2.25,4.32,1.28,72.68,77.9,163.53000000000003,0.01643132009867521,3758.4
1050,2.19,4.59,0.85,75.66,85.32,165.69539999999998,0.009962492972047238,4819.5
789,2.91,5.44,1.64,76.9,89.56,223.77900000000002,0.018311744270685094,4292.16
851,5.95,7.4,2.2,84.18,79.45,500.87100000000004,0.027690367817448984,6297.400000000001
1138,4.25,3.15,2.99,76.55,73.1,325.3375,0.04090286718155032,3584.7
448,2.21,7.25,2.66,74.56,81.08,164.7776,0.032807100048458306,3248.0
645,4.69,6.34,3.41,75.7,92.05,355.033,0.03704508016892122,4089.2999999999997
444,4.61,18.75,3.07,74.84,75.78,345.0124,0.04051200309949814,8325.0
1052,3.52,5.52,6.27,77.1,70.32,271.392,0.08916380984587459,5807.04
769,2.79,4.62,3.16,77.09,81.05,215.08110000000002,0.038988274029824306,3552.78
702,3.76,11.47,3.05,76.84,85.98,288.9184,0.0354733617732773,8051.9400000000005
430,4.42,6.65,1.44,76.51,80.34,338.17420000000004,0.01792382151807051,2859.5
691,3.67,6.22,3.76,84.35,79.08,309.56449999999995,0.047546782050229885,4298.0199999999995
526,2.51,11.48,6.43,75.12,75.04,188.5512,0.08568762184333396,6038.4800000000005
722,4.23,4.69,1.52,77.26,83.09,326.80980000000005,0.018293414575350272,3386.1800000000003
610,3.15,6.2,1.27,77.12,72.15,242.928,0.01760221516254814,3782.0
1041,3.47,6.48,2.62,77.1,74.96,267.537,0.03495196972358995,6745.68
1015,2.96,2.24,2.89,75.85,75.75,224.516,0.03815181014497556,2273.6000000000004
905,4.24,6.14,1.11,85.57,88.37,362.8168,0.012560822387595068,5556.7
1031,3.46,5.48,3.48,76.74,71.94,265.5204,0.048373637979755635,5649.88
533,2.17,7.45,3.16,79.5,82.98,172.515,0.038081460824118965,3970.85
514,3.74,7.5,1.75,75.53,84.62,282.48220000000003,0.020680687700225985,3855.0
813,2.45,6.65,1.87,78.53,67.74,192.3985,0.027605546559559116,5406.450000000001
769,3.55,6.98,1.0,76.59,72.43,271.8945,0.013806431891974056,5367.62
451,2.69,4.44,4.54,76.87,76.81,206.7803,0.0591068794288661,2002.4400000000003
448,1.81,4.91,2.72,80.99,70.57,146.59189999999998,0.038543284888297454,2199.6800000000003
817,2.71,3.2,1.78,76.69,76.84,207.82989999999998,0.02316501520496939,2614.4
1174,2.66,4.64,6.12,78.27,81.16,208.1982,0.07540659494743779,5447.36
697,3.18,4.32,1.97,76.48,73.14,243.20640000000003,0.0269346422019904,3011.0400000000004
562,4.2,4.1,2.56,75.9,84.93,318.78000000000003,0.030142466720538472,2304.2
974,2.54,7.14,2.46,83.88,83.29,213.05519999999999,0.029535354840274357,6954.36
903,4.76,2.59,1.47,80.55,82.08,383.41799999999995,0.01790935454320729,2338.77
491,3.6,8.78,1.15,74.3,73.94,267.48,0.015553149100196225,4310.98
792,5.33,4.41,2.93,76.12,87.36,405.7196,0.0335393734501633,3492.7200000000003
838,4.58,9.34,2.86,76.71,71.76,351.3318,0.03985506690982902,7826.92
734,3.25,5.79,1.4,85.3,78.9,277.22499999999997,0.017743977472246198,4249.86
665,2.38,5.23,1.18,77.2,85.97,183.736,0.013725716677245937,3477.9500000000003
1158,3.54,3.94,2.38,76.49,70.23,270.77459999999996,0.033888646748021244,4562.5199999999995
453,2.06,6.29,1.38,74.16,76.32,152.7696,0.01808175863708613,2849.37
1190,2.32,8.15,2.58,76.4,73.9,177.248,0.03491203857753199,9698.5
570,4.08,9.87,2.27,76.92,87.6,313.8336,0.025913239051000108,5625.9
782,5.97,11.53,2.02,76.31,78.26,455.5707,0.02581139460626187,9016.46
628,5.18,5.18,1.45,76.28,82.38,395.1304,0.017601357416683974,3253.04
571,2.7,3.29,1.49,75.12,88.37,202.824,0.016860923745510493,1878.59
748,3.48,6.87,1.72,75.75,81.25,263.61,0.0211692281637873,5138.76
1054,5.13,6.67,2.09,76.05,70.22,390.13649999999996,0.029763595875306765,7030.18
677,4.29,7.6,1.62,75.44,73.57,323.6376,0.02201984205248851,5145.2
521,4.14,2.15,2.14,75.09,87.97,310.8726,0.02432647216932225,1120.1499999999999
395,4.31,7.69,2.59,78.92,80.07,340.1452,0.03234669260063787,3037.55
744,4.69,6.56,1.2,74.89,93.93,351.2341,0.012775469735391275,4880.639999999999
1061,1.03,6.64,2.91,76.43,74.5,78.72290000000001,0.03906039744155739,7045.04
908,3.47,5.53,0.72,76.62,77.35,265.87140000000005,0.009308337516698446,5021.24
489,2.6,5.18,2.08,80.56,74.31,209.45600000000002,0.0279908453787047,2533.02
798,3.62,4.26,2.55,75.07,69.32,271.7534,0.036785915062620446,3399.48
810,2.27,5.35,1.47,77.16,88.79,175.1532,0.016555916594670952,4333.5
1278,2.9,7.01,4.31,83.78,81.24,242.962,0.053052676876824606,8958.779999999999
859,2.19,6.03,1.3,78.41,83.01,171.7179,0.01566076187679052,5179.77
719,3.96,4.22,2.61,74.37,79.65,294.5052,0.03276835746787728,3034.18
1015,3.01,4.18,2.79,75.89,85.17,228.4289,0.032758009538803624,4242.7
828,3.2,8.56,2.31,85.83,75.13,274.656,0.030746701617635885,7087.68
687,4.23,5.83,3.13,74.08,68.66,313.3584,0.04558694354981888,4005.21
487,2.76,7.35,2.46,75.03,69.42,207.0828,0.03543646853407252,3579.45
856,1.84,5.73,1.83,77.91,91.14,143.3544,0.020078997138578327,4904.88
396,3.92,8.0,1.91,74.34,74.8,291.4128,0.025534755944551343,3168.0
852,4.41,3.74,1.85,76.77,81.85,338.5557,0.022602318558055157,3186.48
656,4.24,12.47,1.82,76.6,87.47,324.784,0.020807131495697784,8180.320000000001
1190,4.45,4.52,1.32,88.5,85.25,393.825,0.0154838691514523,5378.799999999999
751,4.3,7.39,1.71,77.92,88.83,335.056,0.019250251125717537,5549.889999999999
489,2.22,7.21,0.06,78.07,79.47,173.3154,0.0007550017925000889,3525.69
485,4.7,6.14,2.98,77.43,85.15,363.92100000000005,0.03499705989464945,2977.8999999999996
1113,4.93,7.26,1.6,75.36,76.54,371.52479999999997,0.020904099698967896,8080.38
568,2.6,5.96,2.69,86.77,87.86,225.602,0.03061688702289016,3385.28
736,3.06,5.09,1.95,75.82,92.52,232.0092,0.021076521716761595,3746.24
627,4.82,3.78,1.83,80.91,86.66,389.9862,0.02111700656392724,2370.06
589,2.35,7.65,1.67,74.0,70.51,173.9,0.02368458038794775,4505.85
788,3.61,7.27,1.73,87.35,90.78,315.33349999999996,0.019057058927400426,5728.759999999999
801,4.72,15.77,1.52,81.75,72.88,385.85999999999996,0.02085619911413294,12631.77
934,3.18,6.77,1.35,75.4,70.93,239.77200000000002,0.019032846604702294,6323.179999999999
1268,4.89,6.34,2.69,74.9,81.69,366.261,0.03292936308858329,8039.12
1015,2.23,4.48,2.97,77.95,77.26,173.8285,0.0384416207039062,4547.200000000001
995,4.69,8.7,1.81,75.09,73.58,352.17210000000006,0.024599072492651197,8656.5
794,5.01,5.41,1.55,77.18,75.79,386.6718,0.020451244167931894,4295.54
654,2.27,5.85,2.97,82.62,78.51,187.5474,0.03782957103177034,3825.8999999999996
681,5.05,5.26,1.42,77.89,72.45,393.3445,0.0195997212422745,3582.06
946,3.53,6.54,4.02,74.82,75.65,264.11459999999994,0.05313945100602101,6186.84
1272,2.07,0.79,0.83,78.67,78.04,162.8469,0.010635570138958206,1004.88
616,4.26,15.01,3.67,76.99,70.97,327.9774,0.05171198369564834,9246.16
636,4.87,8.48,1.99,78.43,70.52,381.95410000000004,0.028218940978596004,5393.280000000001
649,4.01,8.53,1.84,74.53,80.18,298.8653,0.022948363313998087,5535.969999999999
1458,3.09,6.66,2.07,75.91,82.32,234.56189999999998,0.025145769540115458,9710.28
524,2.48,7.3,3.01,74.93,76.62,185.8264,0.039284776914020235,3825.2
487,2.13,3.87,3.2,85.53,93.58,182.1789,0.03419533723067566,1884.69
656,4.4,5.43,1.41,88.95,78.01,391.38000000000005,0.01807460350280688,3562.08
787,4.38,11.35,1.69,74.26,78.55,325.2588,0.02151495588606545,8932.449999999999
1042,3.28,4.31,2.63,83.19,67.05,272.86319999999995,0.03922445350865719,4491.0199999999995
700,4.14,9.99,1.18,83.23,76.09,344.5722,0.015507949072420937,6993.0
741,3.88,5.18,1.3,75.6,78.19,293.328,0.016626164902651886,3838.3799999999997
735,3.6,1.75,2.77,76.68,81.06,276.04800000000006,0.03417221389437282,1286.25
916,3.95,4.3,2.28,77.76,69.83,307.15200000000004,0.03265071850913382,3938.7999999999997
669,3.63,7.73,1.59,77.73,69.96,282.1599,0.0227272694786636,5171.37
521,2.92,3.04,2.38,84.41,86.35,246.47719999999998,0.02756224347860527,1583.84
669,2.93,5.23,1.36,76.11,73.22,223.00230000000002,0.01857415752879575,3498.8700000000003
1083,3.16,7.42,2.01,77.04,75.61,243.44640000000004,0.026583781697687908,8035.86
976,4.69,9.55,1.84,86.37,82.82,405.0753,0.02221685314937779,9320.800000000001
766,4.6,8.7,1.67,77.77,74.38,357.74199999999996,0.022452269097570705,6664.2
934,2.07,2.74,1.55,77.06,89.71,159.5142,0.017277893514893155,2559.1600000000003
659,4.52,8.54,3.7,77.33,72.08,349.53159999999997,0.05133184637460511,5627.86
630,3.94,9.65,2.98,75.26,80.9,296.5244,0.03683559495233684,6079.5
623,0.76,7.87,3.74,78.28,80.08,59.4928,0.046703290871217426,4903.01
702,5.37,5.7,2.45,75.74,78.59,406.7238,0.031174445708812098,4001.4
1289,2.3,2.9,2.49,76.42,77.65,175.766,0.032066963030655114,3738.1
645,2.43,9.0,2.8,86.93,81.07,211.23990000000003,0.034538049273707995,5805.0
1074,2.59,4.97,2.29,78.13,93.39,202.3567,0.024520824015330976,5337.78
632,2.85,7.92,1.1,75.82,74.67,216.087,0.014731483228675074,5005.44
794,4.47,6.52,2.41,76.17,68.83,340.4799,0.03501379703417158,5176.88
736,4.78,7.93,2.7,75.9,78.81,362.802,0.03425960737728621,5836.48
415,4.81,15.92,1.19,75.35,69.18,362.4334999999999,0.01720150083817565,6606.8
502,4.16,5.49,2.41,76.13,84.76,316.7008,0.028433219863942913,2755.98
393,4.0,6.38,2.16,76.42,74.93,305.68,0.028826901264259807,2507.34
397,5.26,3.55,0.95,76.86,82.35,404.2836,0.011536124889359454,1409.35
764,3.7,5.48,2.39,75.96,88.58,281.05199999999996,0.026981256832100155,4186.72
382,4.01,6.04,5.22,77.0,81.06,308.77,0.06439673520889029,2307.28
436,3.9,6.91,3.37,76.39,88.82,297.921,0.037941900704582227,3012.76
459,3.15,4.09,1.79,78.21,82.17,246.36149999999998,0.02178410347035372,1877.31
932,2.95,9.36,1.66,74.33,88.92,219.2735,0.018668463937419708,8723.519999999999
1014,1.95,7.16,1.44,77.58,80.55,151.281,0.01787709275268867,7260.24
411,2.62,7.66,1.58,77.03,76.45,201.8186,0.02066709997814258,3148.26
650,2.94,5.4,2.0,74.82,83.69,219.97079999999997,0.02389771491244893,3510.0000000000005
966,1.87,9.71,1.91,77.21,76.15,144.3827,0.025082071558493554,9379.86
682,5.15,7.4,1.98,77.35,88.21,398.3525,0.02244643209993968,5046.8
587,4.05,6.09,1.69,77.68,63.09,314.60400000000004,0.026787125251684057,3574.83
388,1.91,5.7,1.22,77.47,72.97,147.96769999999998,0.016719197379855093,2211.6
1081,2.38,4.95,0.88,80.26,78.74,191.0188,0.011176020932687207,5350.95
391,3.21,4.4,2.74,82.69,80.83,265.43489999999997,0.03389830089096859,1720.4
543,4.3,5.2,4.13,77.01,85.26,331.14300000000003,0.04844005999999296,2823.6
559,2.46,8.58,1.91,76.38,82.24,187.89479999999998,0.023224705347190497,4796.22
710,4.75,5.26,2.94,75.11,72.45,356.7725,0.0405797045438641,3734.6
1160,4.56,6.08,1.93,78.48,89.95,357.86879999999996,0.02145636226166067,7052.8
808,3.96,4.5,0.97,86.93,76.27,344.24280000000005,0.012717973945460346,3636.0
1472,5.03,3.83,2.34,75.05,69.7,377.5015,0.03357244855488543,5637.76
605,2.09,4.23,1.74,75.18,75.09,157.1262,0.023172190282036185,2559.15
757,2.65,8.52,1.85,74.42,77.19,197.213,0.023966831977350438,6449.639999999999
1221,2.46,5.53,1.8,74.97,84.94,184.4262,0.021191426749302245,6752.13
792,2.27,5.88,2.08,73.51,82.91,166.8677,0.0250874411907561,4656.96
735,3.26,5.64,0.95,83.11,79.17,270.9386,0.011999493242453802,4145.4
412,2.9,5.24,1.54,74.64,64.97,216.456,0.02370324400442604,2158.88
548,4.72,4.14,2.9,76.98,79.72,363.3456,0.03637731605904214,2268.72
995,3.54,7.91,1.88,78.3,78.76,277.182,0.02386998173311557,7870.45
624,4.08,5.46,3.31,80.74,82.25,329.4192,0.04024315620143998,3407.04
603,3.97,4.48,1.67,76.76,77.47,304.73720000000003,0.021556728855462906,2701.44
604,4.8,6.12,0.95,77.24,75.41,370.75199999999995,0.012597797029863807,3696.48
639,2.23,6.82,2.8,82.17,85.38,183.2391,0.03279456163099536,4357.9800000000005
961,5.78,5.69,1.39,73.89,76.15,427.0842,0.018253444746757087,5468.09
1558,3.34,4.85,2.14,77.52,68.34,258.91679999999997,0.031314013562479724,7556.299999999999
810,2.9,7.38,2.1,78.04,71.68,226.316,0.029296870912824926,5977.8
488,2.52,9.83,5.56,75.1,77.72,189.25199999999998,0.07153884823226347,4797.04
818,4.93,1.79,2.17,77.51,76.36,382.1243,0.028418016184125695,1464.22
1654,5.56,8.79,3.07,75.89,83.94,421.9484,0.036573738792740194,14538.659999999998
1271,4.57,6.66,0.92,75.7,75.44,345.949,0.012195120334687124,8464.86
1609,1.86,6.71,3.04,76.34,83.08,141.9924,0.03659123295724206,10796.39
1880,3.16,4.89,2.4,76.85,80.47,242.846,0.029824775714579876,9193.199999999999
739,3.54,5.92,1.02,74.38,81.98,263.3052,0.01244205752109569,4374.88
896,3.22,3.85,1.77,86.67,76.12,279.0774,0.02325275574714191,3449.6
658,2.92,6.26,1.92,75.39,77.63,220.1388,0.02473270324195501,4119.08
749,3.23,3.83,3.5,75.25,76.53,243.0575,0.045733693227009896,2868.67
604,2.39,10.09,1.36,83.84,74.22,200.37760000000003,0.018323899444368172,6094.36
869,3.9,7.95,3.69,76.64,77.98,298.896,0.047319819528107265,6908.55
571,5.17,7.44,2.28,76.5,68.76,395.505,0.03315880844112733,4248.24
767,2.29,1.91,6.06,77.46,88.29,177.3834,0.06863743701014417,1464.97
489,2.39,8.91,2.04,81.03,75.79,193.66170000000002,0.026916476195213587,4356.99
725,2.53,6.98,4.09,74.63,79.53,188.81389999999996,0.0514271279483053,5060.5
765,2.65,4.29,2.61,84.91,75.2,225.01149999999998,0.03470744219315928,3281.85
697,2.56,5.57,2.55,76.97,81.04,197.0432,0.031465938861557394,3882.2900000000004
847,2.77,5.06,2.05,77.78,67.92,215.4506,0.030182563282897038,4285.82
996,3.49,6.67,2.77,76.75,79.7,267.8575,0.03475532813609433,6643.32
629,4.57,7.42,2.34,74.38,71.84,339.9166,0.0325723785394796,4667.18
549,2.8,13.42,2.94,76.66,71.23,214.64799999999997,0.04127473799315765,7367.58
814,4.41,14.42,4.53,75.76,81.77,334.1016,0.05539928391839503,11737.88
746,4.47,6.02,3.21,74.14,79.61,331.4058,0.04032156257736935,4490.92
879,4.03,12.05,1.35,76.09,73.78,306.64270000000005,0.018297639157273088,10591.95
1166,3.16,7.49,1.49,76.87,75.76,242.90920000000003,0.019667368048129876,8733.34
698,2.83,6.31,2.65,74.24,77.01,210.0992,0.03441111097115816,4404.38
471,3.46,5.16,2.98,76.97,65.42,266.3162,0.04555181205261204,2430.36
1126,2.46,4.98,2.93,79.37,71.72,195.2502,0.04085331276445723,5607.4800000000005
1368,4.52,12.73,3.48,80.52,80.46,363.95039999999995,0.04325129962076813,17414.64
445,2.05,5.39,1.72,76.41,80.07,156.64049999999997,0.021481201263744067,2398.5499999999997
528,2.56,6.21,1.85,77.22,82.93,197.6832,0.022307967887619934,3278.88
607,4.11,5.09,2.2,75.75,87.93,311.33250000000004,0.025019899349493988,3089.63
1204,3.28,6.37,4.6,87.46,87.69,286.86879999999996,0.05245751482979646,7669.4800000000005
422,2.78,5.58,2.49,76.63,68.39,213.03139999999996,0.03640882637683486,2354.76
634,3.69,6.48,1.95,76.64,77.9,282.8016,0.025032089212825515,4108.320000000001
808,5.11,7.94,2.34,75.39,86.13,385.2429,0.02716823091045734,6415.52
1109,3.34,6.26,2.53,78.07,82.82,260.75379999999996,0.03054817308039446,6942.34
633,5.06,11.62,3.03,77.61,76.78,392.7066,0.03946339678778369,7355.459999999999
449,3.96,1.33,3.01,77.45,83.34,306.702,0.03611710629744344,597.1700000000001
884,4.48,0.55,1.65,80.12,78.18,358.93760000000003,0.021105139280488704,486.20000000000005
448,2.57,8.69,1.1,74.83,85.3,192.3131,0.012895660856311742,3893.12
1396,2.44,3.66,1.39,76.73,72.98,187.2212,0.019046311448847428,5109.360000000001
894,2.37,5.14,1.37,74.55,82.83,176.6835,0.01653989900520355,4595.16
1000,2.85,7.07,1.75,75.35,68.14,214.7475,0.025682414780978165,7070.0
587,2.39,4.43,1.73,74.9,78.99,179.01100000000002,0.021901503747119414,2600.41
976,2.98,6.51,3.81,77.16,83.71,229.93679999999998,0.04551427003771712,6353.76
447,2.67,5.09,2.04,77.96,75.08,208.15319999999997,0.027171013962305014,2275.23
663,4.3,8.1,2.58,77.99,73.2,335.35699999999997,0.03524589682433103,5370.3
496,2.81,3.19,0.91,77.15,80.95,216.7915,0.011241505714452659,1582.24
688,4.05,6.92,1.4,75.99,66.28,307.75949999999995,0.021122507374395385,4760.96
513,2.91,4.47,1.14,78.52,75.24,228.4932,0.015151513137757424,2293.1099999999997
853,3.61,9.02,1.78,79.25,82.29,286.0925,0.021630815210740645,7694.0599999999995
1096,5.17,5.21,4.4,74.97,72.37,387.5949,0.060798665082400845,5710.16
715,3.36,6.87,1.53,75.59,77.63,253.9824,0.0197088728959329,4912.05
456,4.48,3.79,1.28,74.5,91.14,333.76000000000005,0.014044325867420906,1728.24
1248,3.21,8.14,1.58,85.04,86.02,272.9784,0.018367819301578783,10158.720000000001
427,2.64,5.35,6.91,74.61,70.46,196.9704,0.0980698129336059,2284.45
530,2.23,6.37,6.08,76.21,68.45,169.9483,0.08882394611775805,3376.1
846,2.89,6.15,3.1,76.16,88.67,220.1024,0.0349610877454508,5202.900000000001
500,2.12,1.67,2.21,78.43,89.13,166.27160000000003,0.02479524012170536,835.0
721,3.46,15.29,2.75,74.1,83.7,256.38599999999997,0.03285543215586235,11024.09
644,4.16,6.25,3.12,75.75,83.48,315.12,0.03737421689336166,4025.0
654,3.82,14.54,1.56,77.56,77.62,296.2792,0.0200979103197745,9509.16
448,5.73,5.0,3.37,77.43,79.61,443.67390000000006,0.042331360089013934,2240.0
1435,2.62,8.57,2.31,76.2,90.05,199.644,0.025652412476134097,12297.95
913,2.87,6.14,3.19,77.07,74.25,221.1909,0.042962957176706104,5605.82
724,2.72,5.53,3.29,76.98,76.4,209.38560000000004,0.04306282158863591,4003.7200000000003
562,4.18,5.53,1.94,78.05,71.31,326.24899999999997,0.027205156751485517,3107.86
890,2.57,8.11,2.48,77.04,79.4,197.99280000000002,0.031234252993167125,7217.9
1200,2.61,11.86,2.58,74.26,72.41,193.8186,0.03563043286418549,14232.0
359,3.82,5.78,3.0,75.63,76.52,288.90659999999997,0.039205431363639395,2075.02
519,1.8,9.97,2.48,77.7,74.42,139.86,0.03332437069008725,5174.43
953,3.61,9.34,4.2,74.48,68.45,268.8728,0.06135864698924076,8901.02
1088,3.41,6.44,3.07,77.15,88.52,263.0815,0.03468142400797288,7006.72
630,2.13,3.71,0.7,76.28,88.23,162.47639999999998,0.007933808462676134,2337.3
863,2.81,7.27,2.21,76.52,70.52,215.0212,0.03133862289582772,6274.009999999999
1501,4.65,2.74,2.55,77.8,75.85,361.77000000000004,0.033618980406199026,4112.740000000001
380,2.34,4.08,1.8,73.13,69.78,171.12419999999997,0.025795353139101012,1550.4
590,4.01,4.13,1.67,77.86,81.38,312.2186,0.020521010012163922,2436.7
639,2.42,7.46,1.2,74.47,82.05,180.2174,0.014625226736718252,4766.94
543,4.13,5.38,1.31,74.91,83.39,309.37829999999997,0.015709315780151605,2921.34
677,3.28,5.38,1.24,75.55,78.75,247.80399999999997,0.015746029746535904,3642.2599999999998
1096,3.31,7.45,3.71,77.69,76.18,257.1539,0.048700439918556056,8165.2
783,4.31,8.38,2.63,78.18,69.63,336.9558,0.03777107026122788,6561.540000000001
731,3.74,5.56,2.19,85.97,74.57,321.5278,0.029368374766209633,4064.3599999999997
598,2.75,5.69,3.02,73.86,79.45,203.115,0.038011323094861785,3402.6200000000003
838,2.41,4.89,1.19,76.16,79.87,183.5456,0.014899209352797125,4097.82
1285,4.48,2.27,2.15,77.6,72.11,347.648,0.0298155554270482,2916.95
1111,3.04,2.25,1.26,75.3,78.92,228.912,0.015965532695700366,2499.75
1386,2.36,8.02,2.3,76.41,75.56,180.3276,0.03043938188997063,11115.72
1227,2.09,8.78,4.0,75.96,80.79,158.75639999999999,0.049511071975359325,10773.06
706,3.56,6.09,1.27,78.23,90.77,278.4988,0.013991405311071355,4299.54
663,4.5,5.72,3.15,76.01,81.01,342.045,0.03888408358423853,3792.3599999999997
637,4.03,7.36,2.95,77.94,76.27,314.0982,0.03867837437021446,4688.320000000001
888,3.66,8.78,1.29,76.03,71.01,278.26980000000003,0.01816645287051783,7796.639999999999
1314,2.27,6.74,1.98,76.64,84.67,173.9728,0.023384903344171093,8856.36
1493,2.4,7.38,2.83,77.93,78.9,187.032,0.03586818303318339,11018.34
1142,3.41,4.41,2.67,77.3,71.4,263.593,0.037394952745804934,5036.22
751,2.91,7.77,2.07,83.61,81.57,243.3051,0.025376973718649783,5835.2699999999995
851,3.89,7.65,3.5,73.58,81.85,286.2262,0.04276114321794219,6510.150000000001
1144,2.24,4.42,4.16,75.09,75.83,168.2016,0.0548595470315776,5056.48
534,5.2,6.47,2.7,76.31,76.54,396.812,0.035275668242008326,3454.98
643,1.87,2.79,2.9,75.05,80.66,140.3435,0.03595338011983881,1793.97
720,3.88,7.91,1.92,76.8,86.43,297.984,0.022214506280862398,5695.2
534,2.88,7.8,1.42,74.38,71.55,214.21439999999998,0.01984625858193451,4165.2
429,2.92,7.35,1.39,76.73,86.29,224.0516,0.016108469566755174,3153.1499999999996
1115,3.14,7.4,1.79,74.94,82.15,235.3116,0.021789406964162268,8251.0
434,2.73,7.95,3.37,75.4,81.05,205.842,0.041579266924211364,3450.3
702,3.25,8.81,1.79,77.12,88.27,250.64000000000001,0.020278688084435472,6184.620000000001
